Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,,Samsung,PB22-JS3 FDE 2.5" 256GB,1001,23.3,183,https://ssd.userbenchmark.com/SpeedTest/4863/SAMSUNG-SSD-PB22-JS3-FDE-25--256GB
SSD,,Samsung,PB22-JS3 FDE 2.5" 128GB,1002,23.2,685,https://ssd.userbenchmark.com/SpeedTest/4180/SAMSUNG-SSD-PB22-JS3-FDE-25--128GB
SSD,,Sandisk,U100 16GB,1003,22.8,343,https://ssd.userbenchmark.com/SpeedTest/9035/SanDisk-SSD-U100-16GB
SSD,,Kingston,SMS100S232G 32GB,1004,22.8,26,https://ssd.userbenchmark.com/SpeedTest/7090/KINGSTON-SMS100S232G
SSD,,Corsair,CSSD-V32GB2 32GB,1005,22.7,104,https://ssd.userbenchmark.com/SpeedTest/13318/Corsair-CSSD-V32GB2
SSD,,Kingston,SV100S2 256GB,1006,22.5,109,https://ssd.userbenchmark.com/SpeedTest/3014/KINGSTON-SV100S2
SSD,,Samsung,PM800 TH 64GB,1007,22,334,https://ssd.userbenchmark.com/SpeedTest/7563/SAMSUNG-SSD-PM800-TH-64GB
SSD,,Corsair,CMFSSD-128D1 128GB,1008,22,65,https://ssd.userbenchmark.com/SpeedTest/1549/Corsair-CMFSSD-128D1
SSD,,Samsung,MMCRE28G8MXP-0VBL1 128GB,1009,21.9,453,https://ssd.userbenchmark.com/SpeedTest/3630/SAMSUNG-MMCRE28G8MXP-0VBL1
SSD,,Sandisk,i100 16GB,1010,21.5,132,https://ssd.userbenchmark.com/SpeedTest/6521/SanDisk-SSD-i100-16GB
SSD,,Kingston,SV100S264G 64GB,1011,20.8,1490,https://ssd.userbenchmark.com/SpeedTest/5192/KINGSTON-SV100S264G
SSD,,Transcend,TS128GSSD25S-M 128GB,1012,20.7,272,https://ssd.userbenchmark.com/SpeedTest/5489/TS128GSSD25S-M
SSD,SNV425S2128GB,Kingston,SSDNow SNV Series 128GB,1013,20.1,868,https://ssd.userbenchmark.com/SpeedTest/3487/KINGSTON-SNV425S2128GB
SSD,,Samsung,PM800 mSATA 64GB,1014,19.4,6,https://ssd.userbenchmark.com/SpeedTest/9744/SAMSUNG-SSD-PM800-mSATA
SSD,,Samsung,MCG8GC 63GB,1015,18.7,390,https://ssd.userbenchmark.com/SpeedTest/2089/Samsung-MCG8GC
SSD,,Transcend,TS64GSSD25S-M 64GB,1016,18.6,116,https://ssd.userbenchmark.com/SpeedTest/5160/TS64GSSD25S-M
SSD,,Samsung,MBG4GC 31GB,1017,18.4,281,https://ssd.userbenchmark.com/SpeedTest/6544/Samsung-MBG4GC
SSD,SNV425S264GB,Kingston,SSDNow SNV Series 64GB,1018,17.7,1282,https://ssd.userbenchmark.com/SpeedTest/2043/KINGSTON-SNV425S264GB
SSD,,Patriot,Warp V2 64GB SSD,1019,17.5,7,https://ssd.userbenchmark.com/SpeedTest/11678/Patriot-Warp-V2-64GB-SSD
SSD,,Toshiba,THNSNB128GMCJ 128GB,1020,16.1,455,https://ssd.userbenchmark.com/SpeedTest/3691/TOSHIBA-THNSNB128GMCJ
SSD,,Samsung,RBX Series 128GB M,1021,15.7,255,https://ssd.userbenchmark.com/SpeedTest/6409/SAMSUNG-SSD-RBX-Series-128GB-M
SSD,,Samsung,MMCQE28G8MUP-0VA 128GB,1022,14.3,131,https://ssd.userbenchmark.com/SpeedTest/6149/SAMSUNG-MMCQE28G8MUP-0VA
SSD,,Sandisk,iSSD P4 8GB,1023,13.1,245,https://ssd.userbenchmark.com/SpeedTest/3309/SanDisk-iSSD-P4-8GB
SSD,,,OS 500GB,1024,10.2,8,https://ssd.userbenchmark.com/SpeedTest/12673/OS
SSD,,Toshiba,THNS128GE8BBDC 128GB,1025,8.86,50,https://ssd.userbenchmark.com/SpeedTest/6170/TOSHIBA-THNS128GE8BBDC
SSD,,,HTS545050A7E380 500GB,1026,8.76,145,https://ssd.userbenchmark.com/SpeedTest/7371/HTS545050A7E380
